FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:1671143:1675690:clu_39067.wgt.RDat	SLC35E2	1	1.66e+06	1.68e+06	0.2630	rs13306651	-3.09	rs4648764	 1.57e-01	-10.28	-0.815213	291	  5	lasso	 0.223632	 2.77e-26	 1.41732	0.15639
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:1671143:1677163:clu_39067.wgt.RDat	SLC35E2	1	1.66e+06	1.68e+06	0.2372	rs13306651	-3.07	rs4648764	 2.74e-01	 11.65	-0.819874	293	  3	lasso	 0.331989	 9.20e-41	-1.08161	0.27943
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:1676107:1677163:clu_39067.wgt.RDat	SLC35E2	1	1.66e+06	1.68e+06	0.1365	rs13306651	-3.20	rs4648764	 1.31e-01	 -8.46	-0.810116	290	  8	lasso	 0.170115	 7.65e-20	 1.06366	0.28748
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:2075780:2080311:clu_39087.wgt.RDat	PRKCZ	1	1.98e+06	2.12e+06	0.0494	rs903901	-2.40	rs10910030	 2.51e-02	 -4.60	-0.043047	382	382	bslmm	 0.019440	 1.90e-03	-0.98174	0.32623
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:2323397:2327223:clu_39099.wgt.RDat	RER1	1	2.32e+06	2.34e+06	0.0764	rs903901	-2.57	rs2843127	 4.70e-02	 -5.35	 0.235692	354	354	bslmm	 0.042965	 6.47e-06	 0.42140	0.67346
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:2323565:2327223:clu_39099.wgt.RDat	RER1	1	2.32e+06	2.34e+06	0.2517	rs903901	-2.57	rs903903	 2.39e-01	-10.36	 0.492077	354	354	bslmm	 0.238262	 4.05e-28	-0.39409	0.69351
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:2326167:2327223:clu_39099.wgt.RDat	RER1	1	2.32e+06	2.34e+06	0.2548	rs903901	-2.58	rs6698680	 1.87e-01	  9.28	 0.406457	353	  3	lasso	 0.178756	 7.43e-21	 0.41253	0.67995
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:3745937:3747610:clu_39147.wgt.RDat	CEP104	1	3.73e+06	3.77e+06	0.0859	rs34283457	 2.19	rs7545274	 4.27e-02	  5.05	-0.015422	462	  6	lasso	 0.034359	 5.13e-05	-0.01658	0.98678
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:3789136:3800071:clu_39153.wgt.RDat	DFFB	1	3.77e+06	3.80e+06	0.1360	rs4431782	-2.39	rs4073324	 6.08e-02	  5.40	-0.259837	461	 34	enet	 0.041952	 8.26e-06	 0.20565	0.83707
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:3789701:3800071:clu_39153.wgt.RDat	DFFB	1	3.77e+06	3.80e+06	0.1409	rs4431782	-2.41	rs3205087	 1.48e-02	  4.34	 0.278027	460	460	bslmm	 0.048003	 1.93e-06	 0.14884	0.88168
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:3807621:3809447:clu_39154.wgt.RDat	C1orf174	1	3.81e+06	3.82e+06	0.0694	rs4431782	-2.31	rs10909830	 4.42e-02	 -5.58	 1.905279	449	 13	enet	 0.051449	 8.40e-07	-2.03284	0.04207
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:6051616:6100577:clu_39172.wgt.RDat	KCNAB2	1	6.05e+06	6.16e+06	0.0462	rs12070308	 2.71	rs1295100	 1.18e-02	 -4.09	-0.000237	526	526	blup	 0.015416	 5.11e-03	-0.82758	0.40791
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:6078895:6100577:clu_39172.wgt.RDat	KCNAB2	1	6.05e+06	6.16e+06	0.0645	rs12070308	 2.74	rs2297791	 7.89e-02	  6.35	-0.213812	508	  2	lasso	 0.066614	 2.14e-08	-0.20890	0.83453
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:6688751:6689703:clu_39213.wgt.RDat	THAP3	1	6.69e+06	6.70e+06	0.0406	rs12070308	 2.68	rs11122100	 3.89e-03	 -3.91	-0.471146	440	440	blup	 0.003565	 1.09e-01	-0.50193	0.61572
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:6727870:6738454:clu_39217.wgt.RDat	DNAJC11	1	6.69e+06	6.76e+06	0.0586	rs12070308	 2.63	rs4074964	-4.91e-05	 -3.14	-0.685196	429	429	bslmm	 0.014708	 6.09e-03	-0.41272	0.67981
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:6738527:6740968:clu_39217.wgt.RDat	DNAJC11	1	6.69e+06	6.76e+06	0.0594	rs12070308	 2.62	rs10779675	-2.19e-03	  3.21	 2.076044	431	431	bslmm	 0.014228	 6.86e-03	 0.62706	0.53062
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:6867148:6880241:clu_39218.wgt.RDat	CAMTA1	1	6.85e+06	7.83e+06	0.0463	rs12087652	-2.14	rs659459	 2.10e-02	  4.28	 1.433895	445	445	blup	 0.026297	 3.59e-04	 2.16697	0.03024
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:7845646:7846781:clu_39234.wgt.RDat	PER3	1	7.84e+06	7.91e+06	0.0615	rs17030886	-2.14	rs11121086	 2.86e-04	 -3.45	 0.085857	463	463	bslmm	 0.016319	 4.09e-03	 0.89590	0.37031
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:8021795:8022823:clu_39242.wgt.RDat	PARK7	1	8.02e+06	8.05e+06	0.2579	rs17380831	-2.38	rs3766606	 4.23e-01	 13.72	-1.326871	418	  6	lasso	 0.438113	 2.17e-57	-1.20901	0.22666
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:8021853:8022823:clu_39242.wgt.RDat	PARK7	1	8.02e+06	8.05e+06	0.2496	rs17380831	-2.38	rs3766606	 4.10e-01	-13.50	-1.326871	418	  4	lasso	 0.424097	 5.06e-55	 1.22790	0.21949
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:8601377:8616534:clu_39250.wgt.RDat	RERE	1	8.41e+06	8.88e+06	0.0264	rs6688840	-2.14	rs6683603	 3.01e-04	 -3.15	 0.213812	360	360	bslmm	 0.009223	 2.42e-02	 1.16217	0.24517
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:9613863:9627342:clu_39260.wgt.RDat	SLC25A33	1	9.60e+06	9.64e+06	0.0528	rs9660866	 2.14	rs7411273	 2.63e-02	 -4.32	-0.855961	352	  5	lasso	 0.024857	 5.08e-04	 1.18190	0.23724
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:10177658:10182020:clu_39283.wgt.RDat	UBE4B	1	1.01e+07	1.02e+07	0.0440	rs17034655	 4.28	rs17034563	-2.27e-03	  3.46	 0.720640	331	331	blup	 0.023067	 7.84e-04	 0.32753	0.74327
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:11141295:11142591:clu_39312.wgt.RDat	EXOSC10	1	1.11e+07	1.12e+07	0.0386	rs2817594	-2.34	rs2791655	 9.19e-03	  3.90	-0.706601	362	362	blup	 0.010800	 1.62e-02	-0.81394	0.41568
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:11319480:11322502:clu_39327.wgt.RDat	MTOR	1	1.12e+07	1.13e+07	0.0385	NA	   NA	NA	       NA	    NA	       NA	380	  0	lasso	 0.033397	 6.47e-05	      NA	     NA
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:11887278:11888163:clu_39352.wgt.RDat	CLCN6	1	1.19e+07	1.19e+07	0.1743	rs2817594	-2.64	rs17376328	 6.08e-02	 -5.96	-0.229289	479	479	blup	 0.077758	 1.41e-09	 0.60900	0.54252
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:11887344:11888163:clu_39352.wgt.RDat	CLCN6	1	1.19e+07	1.19e+07	0.1210	rs2817594	-2.64	rs17376328	 6.55e-02	  5.68	-0.229289	479	  5	lasso	 0.050139	 1.15e-06	-0.28192	0.77801
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:12040541:12042031:clu_39365.wgt.RDat	MFN2	1	1.20e+07	1.21e+07	0.1388	rs2817594	-2.84	rs2273291	 1.67e-01	  9.46	-0.899246	443	 12	enet	 0.175450	 1.82e-20	-0.90232	0.36689
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:12040541:12049222:clu_39365.wgt.RDat	MFN2	1	1.20e+07	1.21e+07	0.1827	rs2817594	-2.84	rs1474868	 1.44e-01	 -8.66	-0.770342	444	444	bslmm	 0.138661	 3.08e-16	 1.04628	0.29543
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:12042171:12042580:clu_39365.wgt.RDat	MFN2	1	1.20e+07	1.21e+07	0.0583	rs2817594	-2.84	rs4846080	 4.47e-02	 -5.20	-0.748937	443	  4	lasso	 0.032600	 7.84e-05	 0.72044	0.47125
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:12042171:12049222:clu_39365.wgt.RDat	MFN2	1	1.20e+07	1.21e+07	0.1048	rs2817594	-2.84	rs2236055	 1.08e-01	  7.20	-0.706601	444	  2	lasso	 0.094970	 2.02e-11	-0.74227	0.45792
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:16559141:16559388:clu_39426.wgt.RDat	RSG1	1	1.66e+07	1.66e+07	0.0700	rs2902164	-2.25	rs2863845	 8.08e-02	  6.12	 0.214287	317	  4	lasso	 0.075857	 2.25e-09	 0.28970	0.77204
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:16559141:16560107:clu_39426.wgt.RDat	RSG1	1	1.66e+07	1.66e+07	0.0870	rs2902164	-2.25	rs2863845	 1.36e-01	 -7.93	 0.214287	317	  5	lasso	 0.131107	 2.17e-15	-0.16268	0.87077
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:16559512:16560107:clu_39426.wgt.RDat	RSG1	1	1.66e+07	1.66e+07	0.0576	rs2902164	-2.25	rs4661729	 6.29e-02	  5.36	-0.213812	317	317	blup	 0.064536	 3.54e-08	-0.47401	0.63550
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:16641930:16678750:clu_39430.wgt.RDat	FBXO42	1	1.66e+07	1.67e+07	0.0467	rs4661711	-2.14	rs11260718	 4.73e-02	  5.22	-0.235692	277	  7	lasso	 0.042664	 6.96e-06	-0.24231	0.80854
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:16817278:16825698:clu_39437.wgt.RDat	CROCCP3	1	1.68e+07	1.68e+07	0.1676	rs4661711	-2.14	rs156908	 1.45e-01	  8.10	-0.834556	243	  2	lasso	 0.140703	 1.81e-16	-0.86303	0.38812
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:16817421:16825698:clu_39437.wgt.RDat	CROCCP3	1	1.68e+07	1.68e+07	0.0349	rs4661711	-2.14	rs2670494	 7.01e-03	 -3.58	-1.470771	243	243	blup	 0.016353	 4.05e-03	 1.26855	0.20460
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:16921156:16921426:clu_39439.wgt.RDat	NBPF1	1	1.69e+07	1.69e+07	0.0493	rs4661711	-2.14	rs2076604	-8.23e-04	  3.71	-0.257097	262	262	bslmm	 0.009309	 2.37e-02	 0.57629	0.56442
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:16929819:16935003:clu_39439.wgt.RDat	NBPF1	1	1.69e+07	1.69e+07	0.1577	rs4661711	-2.14	rs7537985	 8.08e-02	  6.63	-0.920651	271	  6	lasso	 0.114601	 1.47e-13	-0.77394	0.43897
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:16945598:16946340:clu_39441.wgt.RDat	CROCCP2	1	1.70e+07	1.70e+07	0.3098	rs4661711	-2.14	rs7537985	 1.91e-01	 -9.28	-0.920651	273	  4	lasso	 0.199805	 2.30e-23	 0.73103	0.46476
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:16945598:16952270:clu_39441.wgt.RDat	CROCCP2	1	1.70e+07	1.70e+07	0.5808	rs4661711	-2.14	rs7537985	 3.76e-01	 12.96	-0.920651	273	  9	enet	 0.398959	 6.43e-51	-0.84195	0.39981
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:16946519:16952270:clu_39441.wgt.RDat	CROCCP2	1	1.70e+07	1.70e+07	0.0993	rs4661711	-2.14	rs6691985	 1.88e-02	  5.24	 0.406931	272	 15	enet	 0.071430	 6.62e-09	 1.05585	0.29104
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:16946533:16952270:clu_39441.wgt.RDat	CROCCP2	1	1.70e+07	1.70e+07	0.0546	rs4661711	-2.14	rs6700888	 2.67e-02	  4.45	 1.198915	272	272	bslmm	 0.037490	 2.42e-05	 0.43786	0.66149
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:16958866:16959590:clu_39442.wgt.RDat	CROCCP2	1	1.70e+07	1.70e+07	0.2233	rs4661711	-2.14	rs9435734	 9.42e-02	  6.60	 0.685196	264	 30	enet	 0.123649	 1.47e-14	 0.29497	0.76802
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:17273486:17279797:clu_39455.wgt.RDat	CROCC	1	1.71e+07	1.73e+07	0.1571	rs2501819	 2.14	rs156851	 5.17e-02	  5.44	-0.097424	358	 37	enet	 0.050440	 1.07e-06	 0.90844	0.36365
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:17294913:17296748:clu_39456.wgt.RDat	CROCC	1	1.71e+07	1.73e+07	0.0748	rs2501819	 2.14	rs6684770	 1.50e-02	  4.71	 1.091890	351	351	blup	 0.049818	 1.24e-06	 0.96452	0.33479
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:17319076:17322471:clu_39462.wgt.RDat	ATP13A2	1	1.73e+07	1.73e+07	0.0603	rs2501819	 2.14	rs4920608	 7.64e-03	  4.22	 0.427862	346	 19	enet	 0.015779	 4.67e-03	-0.43292	0.66507
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:19981693:19983359:clu_39529.wgt.RDat	NBL1	1	2.00e+07	2.00e+07	0.1818	rs7528035	 4.28	rs2294630	 1.38e-01	  8.05	 1.948089	527	527	bslmm	 0.131515	 1.95e-15	 2.23302	0.02555
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:20231480:20234063:clu_39534.wgt.RDat	OTUD3	1	2.02e+07	2.02e+07	0.2862	rs7528035	 4.28	rs2315059	 1.66e-01	  8.71	 1.112821	538	  6	lasso	 0.184060	 1.76e-21	 1.16102	0.24563
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:20810212:20810860:clu_39540.wgt.RDat	CAMK2N1	1	2.08e+07	2.08e+07	0.0849	rs668630	-4.28	rs1044332	 7.36e-02	  6.18	 1.241725	515	  4	lasso	 0.052966	 5.82e-07	 1.05437	0.29171
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:20810212:20811707:clu_39540.wgt.RDat	CAMK2N1	1	2.08e+07	2.08e+07	0.0724	rs668630	-4.28	rs1044332	 7.21e-02	 -6.15	 1.241725	515	  3	lasso	 0.049671	 1.29e-06	-0.98166	0.32627
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:21009377:21011302:clu_39544.wgt.RDat	KIF17	1	2.10e+07	2.10e+07	0.0254	rs10799614	-2.14	rs710311	 1.49e-02	 -3.78	-0.620981	457	  8	enet	 0.006170	 5.36e-02	 1.32038	0.18671
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:21133993:21139651:clu_39552.wgt.RDat	EIF4G3	1	2.11e+07	2.15e+07	0.0489	rs645548	 2.12	rs6668370	 2.86e-02	 -4.84	-0.171003	436	  5	lasso	 0.041429	 9.37e-06	 0.46968	0.63858
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:21167521:21174299:clu_39559.wgt.RDat	EIF4G3	1	2.11e+07	2.15e+07	0.0954	rs645548	 2.12	rs17449243	 4.44e-02	  5.35	-0.614456	437	  3	lasso	 0.050968	 9.43e-07	-0.61182	0.54065
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:21167521:21175908:clu_39559.wgt.RDat	EIF4G3	1	2.11e+07	2.15e+07	0.0792	rs645548	 2.12	rs17449243	 4.54e-02	 -5.37	-0.614456	438	  3	lasso	 0.053855	 4.70e-07	 0.61435	0.53899
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:21212864:21220010:clu_39554.wgt.RDat	EIF4G3	1	2.11e+07	2.15e+07	0.0285	rs645548	 2.12	rs7543140	 1.26e-02	  3.98	-0.492551	430	  8	lasso	 0.010710	 1.66e-02	-0.49351	0.62165
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:21231464:21267984:clu_39555.wgt.RDat	EIF4G3	1	2.11e+07	2.15e+07	0.0794	rs12563141	-2.14	rs2796343	 6.20e-03	  3.86	-0.791746	429	 36	enet	 0.033485	 6.33e-05	 1.32201	0.18617
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:21267888:21267984:clu_39555.wgt.RDat	EIF4G3	1	2.11e+07	2.15e+07	0.0693	rs12563141	-2.14	rs12124123	-2.27e-03	 -3.61	 1.011716	410	410	bslmm	 0.025222	 4.65e-04	-2.36132	0.01821
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:21599404:21601561:clu_39563.wgt.RDat	ECE1	1	2.15e+07	2.17e+07	0.0642	rs333204	-2.31	rs6426659	 6.32e-03	  3.44	-0.748937	365	365	bslmm	 0.031083	 1.13e-04	-0.04491	0.96418
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:21926110:21929297:clu_39574.wgt.RDat	RAP1GAP	1	2.19e+07	2.20e+07	0.0526	rs333204	-2.35	rs829411	 4.53e-02	 -4.62	 0.770816	413	  6	lasso	 0.047608	 2.12e-06	-0.09169	0.92694
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:22379235:22404922:clu_39585.wgt.RDat	CDC42	1	2.24e+07	2.24e+07	0.1128	rs333172	-2.41	rs16826309	 7.37e-02	 -6.33	-0.706601	511	 20	enet	 0.090518	 6.09e-11	 1.11264	0.26586
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:22405076:22405199:clu_39586.wgt.RDat	CDC42	1	2.24e+07	2.24e+07	0.0826	rs333172	-2.40	rs12749135	 1.87e-03	 -3.72	-1.070011	484	484	blup	 0.053176	 5.54e-07	-0.67744	0.49813
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:22970207:22973720:clu_39595.wgt.RDat	C1QC	1	2.30e+07	2.30e+07	0.1007	rs2807355	 2.14	rs294185	 7.63e-02	  5.97	-0.685196	487	  4	lasso	 0.064082	 3.96e-08	-0.71630	0.47381
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:23403853:23407939:clu_39603.wgt.RDat	KDM1A	1	2.33e+07	2.34e+07	0.0443	rs1757042	 2.14	rs648322	 3.66e-02	  4.50	-1.669824	382	382	blup	 0.036653	 2.95e-05	-0.81262	0.41643
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:23724448:23735157:clu_39614.wgt.RDat	TCEA3	1	2.37e+07	2.38e+07	0.0676	rs1757042	 2.14	rs1767141	 1.67e-02	 -4.45	 0.278502	321	  9	enet	 0.024784	 5.17e-04	-0.04266	0.96597
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:23724448:23743742:clu_39614.wgt.RDat	TCEA3	1	2.37e+07	2.38e+07	0.4578	rs1757042	 2.14	rs946268	 4.28e-01	 13.97	 0.706601	321	  3	lasso	 0.428345	 9.84e-56	 0.60007	0.54846
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:24134813:24143165:clu_39629.wgt.RDat	HMGCL	1	2.41e+07	2.42e+07	0.0658	rs17437121	-2.22	rs10917430	 3.50e-03	  3.94	-0.320837	363	 13	enet	 0.039702	 1.42e-05	-1.06876	0.28518
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:24140828:24143165:clu_39629.wgt.RDat	HMGCL	1	2.41e+07	2.42e+07	0.0582	rs2502984	 2.14	rs11577442	-1.17e-03	 -3.47	 0.620507	360	360	blup	 0.009622	 2.19e-02	 0.35296	0.72412
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:24294213:24298340:clu_39635.wgt.RDat	SRSF10	1	2.43e+07	2.43e+07	0.0582	rs16829480	 4.28	rs2864098	-1.83e-03	  3.30	 0.620507	400	400	bslmm	 0.010837	 1.60e-02	-0.68871	0.49101
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:24740264:24745781:clu_39644.wgt.RDat	NIPAL3	1	2.47e+07	2.48e+07	0.0603	rs16829480	 4.28	rs10903087	 1.27e-02	 -3.98	 1.049080	419	419	bslmm	 0.017330	 3.18e-03	-0.94978	0.34222
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:24766730:24768545:clu_39645.wgt.RDat	NIPAL3	1	2.47e+07	2.48e+07	0.1024	rs16829480	 4.28	rs11249117	 7.39e-02	 -6.58	 0.813626	425	 31	enet	 0.072862	 4.67e-09	-1.01259	0.31126
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:25554726:25558595:clu_39656.wgt.RDat	SYF2	1	2.55e+07	2.56e+07	0.0445	rs1890175	-2.14	rs10903128	 2.63e-03	  3.40	-1.219846	328	 11	enet	 0.025163	 4.72e-04	-0.27204	0.78559
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:25573520:25573800:clu_39660.wgt.RDat	C1orf63	1	2.56e+07	2.57e+07	0.0602	rs1890175	-2.14	rs1043879	 1.29e-01	 -7.87	-0.107262	331	  1	lasso	 0.119038	 4.76e-14	 0.10726	0.91458
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:25573520:25594231:clu_39660.wgt.RDat	C1orf63	1	2.56e+07	2.57e+07	0.5500	rs1890175	-2.14	rs1043879	 4.17e-01	 13.64	-0.107262	341	 29	enet	 0.444790	 1.55e-58	-0.03354	0.97325
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:25573520:25663531:clu_39660.wgt.RDat	C1orf63	1	2.56e+07	2.57e+07	0.2882	rs1890175	-2.14	rs3091242	 1.88e-01	 -9.23	-0.428336	380	380	bslmm	 0.244186	 7.16e-29	-0.58139	0.56097
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:25573520:25664560:clu_39660.wgt.RDat	C1orf63	1	2.56e+07	2.57e+07	0.2027	rs1890175	-2.14	rs3091242	 1.57e-01	 -8.47	-0.428336	380	380	bslmm	 0.170317	 7.25e-20	-0.72801	0.46661
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:25580428:25594231:clu_39660.wgt.RDat	C1orf63	1	2.56e+07	2.57e+07	0.0617	rs1890175	-2.14	rs1043879	 9.00e-03	  4.05	-0.107262	339	339	bslmm	 0.051688	 7.93e-07	 1.16797	0.24282
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:25580428:25663531:clu_39660.wgt.RDat	C1orf63	1	2.56e+07	2.57e+07	0.0705	rs1890175	-2.14	rs4649084	 4.94e-02	 -4.96	-0.299432	378	  4	lasso	 0.045446	 3.56e-06	 0.02388	0.98095
./Weight//CMC.BRAIN.RNASEQ_SPLICING/CMC.chr1:25621231:25663531:clu_39660.wgt.RDat	C1orf63	1	2.56e+07	2.57e+07	0.0696	rs1890175	-2.14	rs3091242	 3.93e-02	  5.06	-0.428336	374	  4	lasso	 0.035548	 3.85e-05	-0.42198	0.67304
