FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
./Weight//YFS.BLOOD.RNAARR/YFS.LRRC47.wgt.RDat	LRRC47	1	3.70e+06	3.71e+06	0.32599	rs4431782	-2.18	rs2799182	 0.304719	-19.65	-0.535361	433	433	bslmm	 3.44e-01	6.24e-118	 0.24591	0.80575
./Weight//YFS.BLOOD.RNAARR/YFS.NPHP4.wgt.RDat	NPHP4	1	5.92e+06	6.05e+06	0.02827	rs3138158	 2.40	rs806111	 0.014391	 -5.58	-0.021642	515	  5	lasso	 1.52e-02	 6.69e-06	 0.01237	0.99013
./Weight//YFS.BLOOD.RNAARR/YFS.KCNAB2.wgt.RDat	KCNAB2	1	6.05e+06	6.16e+06	0.04245	rs4908529	 2.24	rs2312049	 0.027900	  6.17	 0.063978	509	509	bslmm	 3.12e-02	 1.54e-10	-0.44132	0.65898
./Weight//YFS.BLOOD.RNAARR/YFS.ESPN.wgt.RDat	ESPN	1	6.48e+06	6.52e+06	0.21164	rs6680884	 2.14	rs12078257	 0.074725	 10.02	-2.140734	402	402	bslmm	 1.32e-01	 6.88e-41	-1.01616	0.30955
./Weight//YFS.BLOOD.RNAARR/YFS.NOL9.wgt.RDat	NOL9	1	6.58e+06	6.61e+06	0.02559	rs6680884	 2.14	rs11122091	 0.018647	 -5.06	 0.128193	419	419	bslmm	 1.96e-02	 3.41e-07	-0.86275	0.38828
./Weight//YFS.BLOOD.RNAARR/YFS.PHF13.wgt.RDat	PHF13	1	6.67e+06	6.68e+06	0.04163	rs4908529	 2.22	rs7521134	 0.042199	 -7.85	 1.348750	425	425	bslmm	 4.74e-02	 2.99e-15	-1.73803	0.08221
./Weight//YFS.BLOOD.RNAARR/YFS.CAMTA1.wgt.RDat	CAMTA1	1	6.85e+06	7.83e+06	0.06563	rs12087652	-2.14	rs2051645	 0.029919	  7.57	 1.926684	869	  4	lasso	 4.56e-02	 1.05e-14	 1.41965	0.15571
./Weight//YFS.BLOOD.RNAARR/YFS.VAMP3.wgt.RDat	VAMP3	1	7.83e+06	7.84e+06	0.11833	rs17031614	-2.14	rs17374439	 0.107947	 12.48	 0.360602	449	 20	enet	 1.24e-01	 1.72e-38	 0.34338	0.73131
./Weight//YFS.BLOOD.RNAARR/YFS.PER3.wgt.RDat	PER3	1	7.84e+06	7.91e+06	0.02838	rs17031614	-2.14	rs4908686	 0.005595	 -4.96	-1.070485	459	 17	enet	 1.73e-02	 1.61e-06	 1.32711	0.18447
./Weight//YFS.BLOOD.RNAARR/YFS.PARK7.wgt.RDat	PARK7	1	8.01e+06	8.05e+06	0.07712	rs17380831	-2.27	rs3766606	 0.111569	 11.99	-1.326871	415	  6	lasso	 1.10e-01	 4.41e-34	-1.29786	0.19434
./Weight//YFS.BLOOD.RNAARR/YFS.RERE.wgt.RDat	RERE	1	8.41e+06	8.88e+06	0.08894	rs6688840	-2.14	rs301806	 0.153527	-13.99	 0.748937	521	  4	lasso	 1.57e-01	 5.68e-49	-0.97555	0.32929
./Weight//YFS.BLOOD.RNAARR/YFS.ENO1.wgt.RDat	ENO1	1	8.92e+06	8.94e+06	0.06805	rs9660866	 2.14	rs914994	 0.059283	 -9.02	-1.262656	385	  7	lasso	 6.03e-02	 5.07e-19	 1.38671	0.16553
./Weight//YFS.BLOOD.RNAARR/YFS.SLC2A5.wgt.RDat	SLC2A5	1	9.10e+06	9.15e+06	0.06234	rs9660866	 2.14	rs2505972	 0.040128	 -7.33	 0.620507	406	  5	lasso	 4.05e-02	 3.06e-13	-0.97649	0.32882
./Weight//YFS.BLOOD.RNAARR/YFS.SPSB1.wgt.RDat	SPSB1	1	9.35e+06	9.43e+06	0.02791	rs9660866	 2.14	rs4465231	 0.031961	  6.53	 1.113295	425	425	bslmm	 2.78e-02	 1.54e-09	 1.13938	0.25454
./Weight//YFS.BLOOD.RNAARR/YFS.RBP7.wgt.RDat	RBP7	1	1.01e+07	1.01e+07	0.08296	rs17034655	 4.28	rs1220421	 0.090151	-10.75	-1.091890	299	  8	lasso	 8.71e-02	 4.95e-27	 1.10470	0.26929
./Weight//YFS.BLOOD.RNAARR/YFS.UBE4B.wgt.RDat	UBE4B	1	1.01e+07	1.02e+07	0.02731	rs17034655	 4.28	rs7528979	 0.006366	 -5.29	-0.641912	373	373	bslmm	 1.63e-02	 3.12e-06	 1.79736	0.07228
./Weight//YFS.BLOOD.RNAARR/YFS.KIF1B.wgt.RDat	KIF1B	1	1.03e+07	1.04e+07	0.30048	rs17034655	 4.28	rs17400878	 0.257192	 18.05	 0.718908	402	 49	enet	 2.92e-01	 7.81e-97	 0.78518	0.43235
./Weight//YFS.BLOOD.RNAARR/YFS.APITD1.wgt.RDat	APITD1	1	1.05e+07	1.05e+07	0.07529	rs17034655	 4.28	rs2480782	 0.049786	  8.42	-0.962986	387	387	bslmm	 7.05e-02	 4.74e-22	-1.81431	0.06963
./Weight//YFS.BLOOD.RNAARR/YFS.DFFA.wgt.RDat	DFFA	1	1.05e+07	1.05e+07	0.15080	rs17034655	 4.28	rs11577757	 0.031804	  7.92	-1.657925	390	 15	enet	 8.82e-02	 2.40e-27	-1.56932	0.11657
./Weight//YFS.BLOOD.RNAARR/YFS.PEX14.wgt.RDat	PEX14	1	1.05e+07	1.07e+07	0.01972	rs17034655	 4.28	rs604369	 0.016474	 -5.47	-0.578171	424	  2	lasso	 1.87e-02	 6.56e-07	 0.57531	0.56508
./Weight//YFS.BLOOD.RNAARR/YFS.UBIAD1.wgt.RDat	UBIAD1	1	1.13e+07	1.14e+07	0.05088	rs761087	 2.14	rs2788569	 0.016027	  5.22	-0.171477	372	 20	enet	 2.50e-02	 9.61e-09	 1.04670	0.29524
./Weight//YFS.BLOOD.RNAARR/YFS.FBXO6.wgt.RDat	FBXO6	1	1.17e+07	1.17e+07	0.14818	rs761087	 2.14	rs3117067	 0.071174	 -9.92	-1.390256	430	 14	enet	 9.85e-02	 1.71e-30	 1.23641	0.21631
./Weight//YFS.BLOOD.RNAARR/YFS.MAD2L2.wgt.RDat	MAD2L2	1	1.17e+07	1.18e+07	0.11884	rs761087	 2.14	rs3767300	 0.004418	 -5.36	-0.706127	441	 44	enet	 4.90e-02	 1.07e-15	 0.64090	0.52159
./Weight//YFS.BLOOD.RNAARR/YFS.AGTRAP.wgt.RDat	AGTRAP	1	1.18e+07	1.18e+07	0.28640	rs761087	 2.14	rs8617	 0.107269	 11.94	-0.320837	452	 33	enet	 1.54e-01	 4.05e-48	-0.25618	0.79781
./Weight//YFS.BLOOD.RNAARR/YFS.MTHFR.wgt.RDat	MTHFR	1	1.18e+07	1.19e+07	0.50181	rs761087	 2.14	rs1476413	 0.487881	 24.83	-0.470672	448	 40	enet	 6.15e-01	5.55e-264	-0.41489	0.67822
./Weight//YFS.BLOOD.RNAARR/YFS.KIAA2013.wgt.RDat	KIAA2013	1	1.20e+07	1.20e+07	0.10841	rs6685273	 2.21	rs7550536	 0.121304	 12.65	 0.192882	429	  5	lasso	 1.20e-01	 4.77e-37	 0.53704	0.59124
./Weight//YFS.BLOOD.RNAARR/YFS.PLOD1.wgt.RDat	PLOD1	1	1.20e+07	1.20e+07	0.24737	rs6685273	 2.19	rs1810563	 0.304945	 19.64	 0.770342	433	 31	enet	 3.58e-01	8.72e-124	 0.37014	0.71128
./Weight//YFS.BLOOD.RNAARR/YFS.MFN2.wgt.RDat	MFN2	1	1.20e+07	1.21e+07	0.44963	rs761087	 2.14	rs873458	 0.581156	 27.28	 0.042573	415	  7	lasso	 6.51e-01	2.07e-290	 0.39053	0.69614
./Weight//YFS.BLOOD.RNAARR/YFS.DHRS3.wgt.RDat	DHRS3	1	1.26e+07	1.27e+07	0.02331	rs12405691	-2.14	rs6675673	 0.017892	 -5.24	 0.085383	266	  3	lasso	 1.27e-02	 3.47e-05	 0.07786	0.93794
./Weight//YFS.BLOOD.RNAARR/YFS.PRDM2.wgt.RDat	PRDM2	1	1.40e+07	1.42e+07	0.02949	rs12128613	 2.32	rs2744679	 0.009071	 -3.91	 1.070485	538	538	bslmm	 1.47e-02	 9.03e-06	-0.74162	0.45832
./Weight//YFS.BLOOD.RNAARR/YFS.TMEM51.wgt.RDat	TMEM51	1	1.55e+07	1.55e+07	0.57832	rs6682312	-4.28	rs13375820	 0.412759	 22.86	 0.877841	543	 88	enet	 5.85e-01	2.83e-243	 0.38838	0.69773
./Weight//YFS.BLOOD.RNAARR/YFS.CASP9.wgt.RDat	CASP9	1	1.58e+07	1.59e+07	0.04376	rs2902164	-2.17	rs4646092	 0.039733	 -7.41	 0.064452	522	 19	enet	 4.37e-02	 3.73e-14	 0.05080	0.95949
./Weight//YFS.BLOOD.RNAARR/YFS.SLC25A34.wgt.RDat	SLC25A34	1	1.61e+07	1.61e+07	0.16238	rs16852471	 3.42	rs35352784	 0.137929	-13.42	-0.834556	429	  4	lasso	 1.38e-01	 8.45e-43	 0.97445	0.32984
./Weight//YFS.BLOOD.RNAARR/YFS.ARHGEF19.wgt.RDat	ARHGEF19	1	1.65e+07	1.65e+07	0.21870	rs16852471	 3.56	rs221045	 0.164986	 14.63	-0.578171	326	 28	enet	 1.72e-01	 7.31e-54	 0.11128	0.91139
./Weight//YFS.BLOOD.RNAARR/YFS.CROCC.wgt.RDat	CROCC	1	1.71e+07	1.73e+07	0.02017	rs12131407	-2.14	rs6691985	 0.017338	  5.55	 0.406931	412	  5	lasso	 1.35e-02	 2.05e-05	 0.25417	0.79937
./Weight//YFS.BLOOD.RNAARR/YFS.PADI2.wgt.RDat	PADI2	1	1.74e+07	1.74e+07	0.32188	rs12066034	-4.28	rs2014725	 0.229809	-17.24	 0.578171	368	368	bslmm	 2.43e-01	 2.41e-78	-0.59853	0.54948
./Weight//YFS.BLOOD.RNAARR/YFS.PADI4.wgt.RDat	PADI4	1	1.76e+07	1.77e+07	0.15877	rs12066034	-4.28	rs16824888	 0.077733	-10.07	-0.149598	473	 19	enet	 1.06e-01	 1.13e-32	-0.06257	0.95011
./Weight//YFS.BLOOD.RNAARR/YFS.RCC2.wgt.RDat	RCC2	1	1.77e+07	1.78e+07	0.04845	rs12066034	-4.28	rs2883272	 0.017530	 -5.75	-0.599102	516	516	bslmm	 2.99e-02	 3.62e-10	 0.49312	0.62193
./Weight//YFS.BLOOD.RNAARR/YFS.IFFO2.wgt.RDat	IFFO2	1	1.92e+07	1.93e+07	0.03770	rs17492518	 2.41	rs2147949	 0.020013	 -6.17	-0.278027	534	  5	lasso	 2.29e-02	 3.86e-08	 0.36994	0.71142
./Weight//YFS.BLOOD.RNAARR/YFS.UBR4.wgt.RDat	UBR4	1	1.94e+07	1.95e+07	0.02380	rs7528035	 4.28	rs2274003	 0.021356	  6.06	-0.492077	535	 12	enet	 1.96e-02	 3.58e-07	-0.59034	0.55496
./Weight//YFS.BLOOD.RNAARR/YFS.AKR7A2.wgt.RDat	AKR7A2	1	1.96e+07	1.96e+07	0.38490	rs7528035	 4.28	rs2227295	 0.093692	-11.00	-0.556292	461	 95	enet	 1.97e-01	 2.04e-62	 0.77282	0.43963
./Weight//YFS.BLOOD.RNAARR/YFS.CAPZB.wgt.RDat	CAPZB	1	1.97e+07	1.98e+07	0.05708	rs7528035	 4.28	rs2268810	 0.096982	-11.22	 1.519515	534	534	bslmm	 9.37e-02	 5.13e-29	-1.61460	0.10640
./Weight//YFS.BLOOD.RNAARR/YFS.NBL1.wgt.RDat	NBL1	1	2.00e+07	2.00e+07	0.42871	rs7528035	 4.28	rs10917493	 0.175079	-14.94	 0.728006	504	504	bslmm	 3.64e-01	1.98e-126	-0.94434	0.34499
./Weight//YFS.BLOOD.RNAARR/YFS.TMCO4.wgt.RDat	TMCO4	1	2.00e+07	2.01e+07	0.07351	rs7528035	 4.28	rs4912141	 0.016498	 -7.37	 2.140259	572	572	bslmm	 5.80e-02	 2.39e-18	-0.59409	0.55245
./Weight//YFS.BLOOD.RNAARR/YFS.CAMK2N1.wgt.RDat	CAMK2N1	1	2.08e+07	2.08e+07	0.05512	rs668630	-4.28	rs12724366	 0.026092	 -6.18	-1.267913	493	  5	lasso	 3.98e-02	 5.08e-13	 0.22490	0.82205
./Weight//YFS.BLOOD.RNAARR/YFS.MUL1.wgt.RDat	MUL1	1	2.08e+07	2.08e+07	0.25065	rs668630	-4.28	rs12724366	 0.132562	 12.99	-1.284769	496	496	bslmm	 1.84e-01	 5.90e-58	-0.52905	0.59677
./Weight//YFS.BLOOD.RNAARR/YFS.CDA.wgt.RDat	CDA	1	2.09e+07	2.09e+07	0.32165	rs622450	 2.31	rs4655226	 0.311268	 20.10	 0.749411	471	 48	enet	 4.06e-01	7.79e-145	-0.05698	0.95456
./Weight//YFS.BLOOD.RNAARR/YFS.PINK1.wgt.RDat	PINK1	1	2.10e+07	2.10e+07	0.12556	rs10753481	 2.14	rs12404655	 0.026722	  7.61	-0.578171	456	456	bslmm	 7.42e-02	 3.78e-23	-0.34664	0.72887
./Weight//YFS.BLOOD.RNAARR/YFS.DDOST.wgt.RDat	DDOST	1	2.10e+07	2.10e+07	0.14546	rs10753481	 2.14	rs35731336	 0.094239	-11.21	 0.770816	451	451	bslmm	 1.12e-01	 1.45e-34	-0.47049	0.63800
./Weight//YFS.BLOOD.RNAARR/YFS.EIF4G3.wgt.RDat	EIF4G3	1	2.11e+07	2.15e+07	0.02926	rs12563141	-2.14	rs6668912	 0.000620	 -3.66	 0.000237	606	606	blup	 7.21e-03	 1.46e-03	-0.46488	0.64202
./Weight//YFS.BLOOD.RNAARR/YFS.ECE1.wgt.RDat	ECE1	1	2.15e+07	2.17e+07	0.18385	rs333204	-2.33	rs3026867	 0.073269	  9.71	 0.078151	405	 40	enet	 1.33e-01	 2.68e-41	 0.95441	0.33988
./Weight//YFS.BLOOD.RNAARR/YFS.ALPL.wgt.RDat	ALPL	1	2.18e+07	2.19e+07	0.02616	rs333204	-2.35	rs1767429	-0.000791	 -3.03	-0.214287	409	409	bslmm	 5.42e-03	 5.08e-03	 1.08298	0.27882
./Weight//YFS.BLOOD.RNAARR/YFS.C1QB.wgt.RDat	C1QB	1	2.30e+07	2.30e+07	0.15758	rs2807355	 2.14	rs292007	 0.146596	 13.69	-0.620981	480	 28	enet	 1.80e-01	 1.81e-56	-1.18586	0.23568
./Weight//YFS.BLOOD.RNAARR/YFS.EPHB2.wgt.RDat	EPHB2	1	2.30e+07	2.32e+07	0.01465	rs2744728	 2.14	rs6687487	 0.023050	 -5.83	-1.284061	516	  2	lasso	 1.89e-02	 5.63e-07	 1.29057	0.19685
./Weight//YFS.BLOOD.RNAARR/YFS.LUZP1.wgt.RDat	LUZP1	1	2.34e+07	2.35e+07	0.01280	rs1757042	 2.14	rs2072944	 0.003510	  3.89	-1.712634	407	407	blup	 6.90e-03	 1.81e-03	-2.06725	0.03871
./Weight//YFS.BLOOD.RNAARR/YFS.TCEA3.wgt.RDat	TCEA3	1	2.37e+07	2.38e+07	0.16629	rs1757042	 2.14	rs2077066	 0.173976	-15.04	 0.770342	303	 10	lasso	 1.96e-01	 4.41e-62	-0.66994	0.50290
./Weight//YFS.BLOOD.RNAARR/YFS.ID3.wgt.RDat	ID3	1	2.39e+07	2.39e+07	0.07007	rs1757042	 2.14	rs6667575	 0.022725	  6.43	 1.648419	269	 10	lasso	 3.90e-02	 8.40e-13	 0.98032	0.32693
./Weight//YFS.BLOOD.RNAARR/YFS.TCEB3.wgt.RDat	TCEB3	1	2.41e+07	2.41e+07	0.05790	rs17437121	-2.20	rs2999566	 0.073662	 -9.92	 1.049080	327	  2	lasso	 7.16e-02	 2.22e-22	-1.04570	0.29570
./Weight//YFS.BLOOD.RNAARR/YFS.FUCA1.wgt.RDat	FUCA1	1	2.42e+07	2.42e+07	0.17266	rs16829480	 4.28	rs12744386	 0.286683	-19.19	 0.749411	354	354	bslmm	 3.05e-01	3.97e-102	-0.66368	0.50690
./Weight//YFS.BLOOD.RNAARR/YFS.PNRC2.wgt.RDat	PNRC2	1	2.43e+07	2.43e+07	0.02892	rs16829480	 4.28	rs6689056	-0.000319	  3.81	-0.299432	375	375	blup	 1.42e-03	 9.52e-02	-0.84129	0.40018
./Weight//YFS.BLOOD.RNAARR/YFS.RUNX3.wgt.RDat	RUNX3	1	2.52e+07	2.53e+07	0.04402	rs12058910	-2.14	rs16829963	 0.008030	  5.28	-0.898771	372	 13	enet	 2.07e-02	 1.69e-07	-0.78815	0.43061
./Weight//YFS.BLOOD.RNAARR/YFS.TMEM50A.wgt.RDat	TMEM50A	1	2.57e+07	2.57e+07	0.36921	rs1890175	-2.14	rs1293259	 0.142886	 13.63	 1.669824	369	 52	enet	 1.90e-01	 8.69e-60	 1.22077	0.22217
./Weight//YFS.BLOOD.RNAARR/YFS.LDLRAP1.wgt.RDat	LDLRAP1	1	2.59e+07	2.59e+07	0.38550	rs1890175	-2.14	rs6688931	 0.405424	-22.66	 0.449741	330	 28	enet	 4.09e-01	2.69e-146	-0.52714	0.59810
./Weight//YFS.BLOOD.RNAARR/YFS.PAFAH2.wgt.RDat	PAFAH2	1	2.63e+07	2.63e+07	0.05994	rs1890175	-2.14	rs298443	 0.040387	 -7.43	-0.428336	437	 12	enet	 4.49e-02	 1.69e-14	 0.26014	0.79476
./Weight//YFS.BLOOD.RNAARR/YFS.ZNF593.wgt.RDat	ZNF593	1	2.65e+07	2.65e+07	0.06458	rs1890175	-2.14	rs2232648	 0.027590	 -6.64	-0.192407	441	  9	lasso	 4.12e-02	 2.02e-13	 0.20629	0.83656
./Weight//YFS.BLOOD.RNAARR/YFS.SH3BGRL3.wgt.RDat	SH3BGRL3	1	2.66e+07	2.66e+07	0.09915	rs3121763	-2.14	rs7547496	 0.012654	  5.65	 0.813626	416	416	bslmm	 4.15e-02	 1.66e-13	 1.16254	0.24501
./Weight//YFS.BLOOD.RNAARR/YFS.ZNF683.wgt.RDat	ZNF683	1	2.67e+07	2.67e+07	0.09069	rs3121763	-2.14	rs11247937	 0.070326	 -9.87	-0.192882	383	  6	lasso	 8.70e-02	 5.36e-27	 0.10346	0.91760
./Weight//YFS.BLOOD.RNAARR/YFS.PIGV.wgt.RDat	PIGV	1	2.71e+07	2.71e+07	0.01507	rs11809030	-2.24	rs12743862	 0.005671	 -4.53	-0.706601	295	295	blup	 1.04e-02	 1.63e-04	-0.03146	0.97490
./Weight//YFS.BLOOD.RNAARR/YFS.ZDHHC18.wgt.RDat	ZDHHC18	1	2.72e+07	2.72e+07	0.07617	rs7726	 2.14	rs34924059	 0.106723	 11.77	-1.583730	286	286	bslmm	 1.08e-01	 2.11e-33	-1.54254	0.12294
./Weight//YFS.BLOOD.RNAARR/YFS.GPN2.wgt.RDat	GPN2	1	2.72e+07	2.72e+07	0.05416	rs11809030	-2.25	rs3010109	 0.021269	 -6.42	 2.140734	261	  7	enet	 4.92e-02	 9.25e-16	-1.49120	0.13591
./Weight//YFS.BLOOD.RNAARR/YFS.SYTL1.wgt.RDat	SYTL1	1	2.77e+07	2.77e+07	0.07130	rs17361679	 2.41	rs17262181	 0.034552	 -6.96	-1.051524	185	  2	lasso	 3.14e-02	 1.39e-10	 1.05414	0.29182
./Weight//YFS.BLOOD.RNAARR/YFS.RPA2.wgt.RDat	RPA2	1	2.82e+07	2.82e+07	0.33064	rs9438575	 2.14	rs1010082	 0.017805	 -6.21	-0.728006	211	 80	enet	 1.17e-01	 2.49e-36	 0.36905	0.71209
./Weight//YFS.BLOOD.RNAARR/YFS.PHACTR4.wgt.RDat	PHACTR4	1	2.87e+07	2.88e+07	0.14428	rs34749063	 1.71	rs11247776	 0.279151	-18.94	 1.112821	323	323	bslmm	 2.80e-01	 3.52e-92	-1.10850	0.26765
./Weight//YFS.BLOOD.RNAARR/YFS.RCC1.wgt.RDat	RCC1	1	2.88e+07	2.89e+07	0.03182	rs34749063	 1.71	rs10915206	 0.041947	 -7.57	 0.877841	276	  4	lasso	 3.93e-02	 6.87e-13	-0.88209	0.37773
./Weight//YFS.BLOOD.RNAARR/YFS.TRNAU1AP.wgt.RDat	TRNAU1AP	1	2.89e+07	2.89e+07	0.02958	rs34749063	 1.71	rs11247811	 0.029353	  6.39	 1.155631	273	 16	enet	 2.74e-02	 2.00e-09	 1.17654	0.23938
./Weight//YFS.BLOOD.RNAARR/YFS.YTHDF2.wgt.RDat	YTHDF2	1	2.91e+07	2.91e+07	0.01157	rs34749063	 1.71	rs528265	 0.012226	  4.80	-0.599102	306	  2	lasso	 7.98e-03	 8.64e-04	-0.67237	0.50135
./Weight//YFS.BLOOD.RNAARR/YFS.LAPTM5.wgt.RDat	LAPTM5	1	3.12e+07	3.12e+07	0.09372	rs6685389	 2.14	rs3795438	 0.036437	  7.93	 0.513956	537	  5	lasso	 8.52e-02	 1.90e-26	 0.50919	0.61062
./Weight//YFS.BLOOD.RNAARR/YFS.PUM1.wgt.RDat	PUM1	1	3.14e+07	3.15e+07	0.02908	rs17443748	-2.24	rs12088720	 0.015573	  4.74	 0.335618	539	539	bslmm	 9.72e-03	 2.63e-04	 0.16151	0.87169
./Weight//YFS.BLOOD.RNAARR/YFS.SNRNP40.wgt.RDat	SNRNP40	1	3.17e+07	3.18e+07	0.03070	rs7516534	 2.14	rs10914328	 0.010428	 -5.52	 0.085383	417	  5	lasso	 1.88e-02	 5.82e-07	-0.17269	0.86290
./Weight//YFS.BLOOD.RNAARR/YFS.PEF1.wgt.RDat	PEF1	1	3.21e+07	3.21e+07	0.04970	rs16834529	 2.14	rs10914462	 0.022511	 -6.60	-1.905279	346	346	blup	 3.38e-02	 2.78e-11	 1.26871	0.20454
./Weight//YFS.BLOOD.RNAARR/YFS.SPOCD1.wgt.RDat	SPOCD1	1	3.23e+07	3.23e+07	0.04059	rs16834529	 2.14	rs751137	 0.037405	  7.22	 0.641912	317	  4	lasso	 3.74e-02	 2.52e-12	 0.69132	0.48936
./Weight//YFS.BLOOD.RNAARR/YFS.KPNA6.wgt.RDat	KPNA6	1	3.26e+07	3.26e+07	0.03485	rs4949459	-2.14	rs3738001	 0.032241	  6.89	-1.006270	236	236	bslmm	 3.52e-02	 1.08e-11	-0.67656	0.49868
./Weight//YFS.BLOOD.RNAARR/YFS.IQCC.wgt.RDat	IQCC	1	3.27e+07	3.27e+07	0.01771	NA	   NA	NA	       NA	    NA	       NA	197	  0	lasso	 5.79e-03	 3.91e-03	      NA	     NA
./Weight//YFS.BLOOD.RNAARR/YFS.YARS.wgt.RDat	YARS	1	3.32e+07	3.33e+07	0.05960	rs4634870	-2.14	rs12760548	 0.007240	 -4.33	 0.915437	249	249	bslmm	 1.75e-02	 1.43e-06	-1.81813	0.06904
./Weight//YFS.BLOOD.RNAARR/YFS.S100PBP.wgt.RDat	S100PBP	1	3.33e+07	3.33e+07	0.07846	NA	   NA	NA	       NA	    NA	       NA	  0	  0	lasso	 9.50e-02	 2.00e-29	      NA	     NA
./Weight//YFS.BLOOD.RNAARR/YFS.AK2.wgt.RDat	AK2	1	3.35e+07	3.35e+07	0.30748	rs10914632	-2.27	rs16835131	 0.040081	 -7.26	 1.519990	367	 64	enet	 1.03e-01	 6.77e-32	 0.08784	0.93000
./Weight//YFS.BLOOD.RNAARR/YFS.ZNF362.wgt.RDat	ZNF362	1	3.37e+07	3.38e+07	0.10822	rs4634870	-2.14	rs6425813	 0.110948	-11.97	-0.920651	428	 37	enet	 1.18e-01	 1.30e-36	 0.70781	0.47906
./Weight//YFS.BLOOD.RNAARR/YFS.ZMYM1.wgt.RDat	ZMYM1	1	3.55e+07	3.56e+07	0.07652	rs1498111	 2.17	rs12048974	 0.080714	 10.20	 1.648419	247	  5	lasso	 7.89e-02	 1.54e-24	 1.71059	0.08716
./Weight//YFS.BLOOD.RNAARR/YFS.KIAA0319L.wgt.RDat	KIAA0319L	1	3.59e+07	3.60e+07	0.17068	rs3768336	 2.35	rs11264112	 0.000292	 -3.18	 2.065115	215	 35	enet	 5.10e-02	 2.79e-16	 1.04743	0.29490
