FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
./Weight//NTR.BLOOD.RNAARR/NTR.PER3.wgt.RDat	PER3	1	7.84e+06	7.91e+06	0.04554	rs17030886	-2.14	rs228654	 1.59e-02	  4.61	 0.7280	479	479	bslmm	0.032645	 8.22e-11	 0.42335	0.67204
./Weight//NTR.BLOOD.RNAARR/NTR.UTS2.wgt.RDat	UTS2	1	7.91e+06	7.91e+06	0.14544	rs17030886	-2.14	rs161803	 1.03e-01	 12.61	-1.6740	453	  6	enet	0.118140	 4.91e-36	-1.77879	0.07527
./Weight//NTR.BLOOD.RNAARR/NTR.TNFRSF9.wgt.RDat	TNFRSF9	1	7.98e+06	8.00e+06	0.01921	rs17380831	-2.37	rs2153733	 8.35e-04	  3.80	 0.3851	444	 18	enet	0.004834	 8.08e-03	-1.14237	0.25330
./Weight//NTR.BLOOD.RNAARR/NTR.PARK7.wgt.RDat	PARK7	1	8.02e+06	8.05e+06	0.01834	rs17380831	-2.38	rs3766606	 1.44e-02	  5.37	-1.3269	421	  3	lasso	0.014276	 1.41e-05	-1.32784	0.18423
./Weight//NTR.BLOOD.RNAARR/NTR.RERE.wgt.RDat	RERE	1	8.41e+06	8.88e+06	0.03964	rs6688840	-2.14	rs6577488	 3.80e-02	 -7.39	 1.5799	547	  8	lasso	0.034766	 2.04e-11	-1.61243	0.10687
./Weight//NTR.BLOOD.RNAARR/NTR.CA6.wgt.RDat	CA6	1	9.01e+06	9.04e+06	0.04841	rs9660866	 2.14	rs12091891	 2.72e-02	  5.93	-0.7280	417	417	bslmm	0.028739	 1.07e-09	-0.51753	0.60479
./Weight//NTR.BLOOD.RNAARR/NTR.H6PD.wgt.RDat	H6PD	1	9.29e+06	9.33e+06	0.09554	rs9660866	 2.14	rs2268175	 7.69e-02	-10.07	-0.3855	435	435	bslmm	0.075626	 3.05e-23	 0.21300	0.83133
./Weight//NTR.BLOOD.RNAARR/NTR.SPSB1.wgt.RDat	SPSB1	1	9.35e+06	9.43e+06	0.02392	rs1619083	 2.30	rs2275458	 5.14e-04	  3.97	-0.6210	448	 12	enet	0.006062	 3.46e-03	 0.17665	0.85979
./Weight//NTR.BLOOD.RNAARR/NTR.RBP7.wgt.RDat	RBP7	1	1.01e+07	1.01e+07	0.01844	rs17034655	 4.28	rs3003376	 2.14e-02	 -5.36	-0.7280	307	  2	lasso	0.019445	 4.71e-07	 0.71632	0.47379
./Weight//NTR.BLOOD.RNAARR/NTR.KIF1B.wgt.RDat	KIF1B	1	1.03e+07	1.04e+07	0.10645	rs17034655	 4.28	rs17400878	 8.26e-02	 10.35	 0.7164	400	 11	enet	0.092187	 3.68e-28	 0.63786	0.52356
./Weight//NTR.BLOOD.RNAARR/NTR.AGTRAP.wgt.RDat	AGTRAP	1	1.18e+07	1.18e+07	0.01520	rs2817594	-2.73	rs2817637	-1.42e-05	 -3.56	 0.4493	484	484	bslmm	0.002238	 5.18e-02	-0.60734	0.54363
./Weight//NTR.BLOOD.RNAARR/NTR.MTHFR.wgt.RDat	MTHFR	1	1.18e+07	1.19e+07	0.08637	rs2817594	-2.71	rs1476413	 6.70e-02	 10.19	-0.4707	480	 17	enet	0.101891	 4.43e-31	-0.56348	0.57311
./Weight//NTR.BLOOD.RNAARR/NTR.CLCN6.wgt.RDat	CLCN6	1	1.19e+07	1.19e+07	0.01349	rs2817594	-2.67	rs7553194	 1.15e-02	  4.60	-1.0914	479	  2	lasso	0.009664	 3.02e-04	-1.35692	0.17481
./Weight//NTR.BLOOD.RNAARR/NTR.PLOD1.wgt.RDat	PLOD1	1	1.20e+07	1.20e+07	0.03323	rs2817594	-2.71	rs2295281	 2.56e-02	  6.44	 0.0212	465	  3	lasso	0.024451	 1.77e-08	 0.08112	0.93534
./Weight//NTR.BLOOD.RNAARR/NTR.MFN2.wgt.RDat	MFN2	1	1.20e+07	1.21e+07	0.14402	rs2817594	-2.85	rs873458	 1.65e-01	 14.43	 0.0426	444	  3	lasso	0.168650	 5.10e-52	 0.23236	0.81626
./Weight//NTR.BLOOD.RNAARR/NTR.TNFRSF1B.wgt.RDat	TNFRSF1B	1	1.22e+07	1.23e+07	0.01976	rs878778	 2.40	rs631272	 8.97e-03	  4.30	-1.7768	457	 12	enet	0.017906	 1.29e-06	-1.75967	0.07846
./Weight//NTR.BLOOD.RNAARR/NTR.KAZ.wgt.RDat	KAZ	1	1.49e+07	1.54e+07	0.04353	rs6682312	-4.28	rs16851049	 1.45e-02	 -5.06	 0.7275	851	  3	lasso	0.020783	 1.96e-07	-0.07160	0.94292
./Weight//NTR.BLOOD.RNAARR/NTR.TMEM51.wgt.RDat	TMEM51	1	1.55e+07	1.55e+07	0.05510	rs6682312	-4.28	rs4661590	 5.54e-03	  4.75	 0.1715	575	575	bslmm	0.013763	 1.98e-05	-0.02845	0.97731
./Weight//NTR.BLOOD.RNAARR/NTR.CLCNKB.wgt.RDat	CLCNKB	1	1.64e+07	1.64e+07	0.03747	rs2902164	-2.18	rs16852052	 1.07e-02	  5.02	 0.5312	372	372	bslmm	0.010047	 2.34e-04	 0.13319	0.89404
./Weight//NTR.BLOOD.RNAARR/NTR.NECAP2.wgt.RDat	NECAP2	1	1.68e+07	1.68e+07	0.01622	rs4661711	-2.14	rs157134	 1.19e-02	  4.75	 0.2999	242	242	blup	0.011093	 1.17e-04	 0.77407	0.43889
./Weight//NTR.BLOOD.RNAARR/NTR.CROCC.wgt.RDat	CROCC	1	1.72e+07	1.73e+07	0.02807	rs2501819	 2.14	rs6691985	 2.70e-02	  5.94	 0.4069	361	  5	lasso	0.025521	 8.78e-09	 0.47518	0.63466
./Weight//NTR.BLOOD.RNAARR/NTR.PADI2.wgt.RDat	PADI2	1	1.74e+07	1.74e+07	0.35784	rs12066034	-4.28	rs2235914	 4.51e-01	-23.71	 0.8346	380	  2	lasso	0.452400	7.85e-165	-0.79219	0.42825
./Weight//NTR.BLOOD.RNAARR/NTR.PADI4.wgt.RDat	PADI4	1	1.76e+07	1.77e+07	0.05852	rs12066034	-4.28	rs16824888	 3.87e-02	 -7.06	-0.1496	489	 15	enet	0.040296	 5.38e-13	 0.06613	0.94727
./Weight//NTR.BLOOD.RNAARR/NTR.KIAA0090.wgt.RDat	KIAA0090	1	1.95e+07	1.96e+07	0.09800	rs7528035	 4.28	rs3748759	 1.38e-01	 13.19	-0.2357	527	  5	lasso	0.139700	 9.54e-43	-0.13362	0.89370
./Weight//NTR.BLOOD.RNAARR/NTR.CDA.wgt.RDat	CDA	1	2.09e+07	2.09e+07	0.09022	rs622450	 2.34	rs4655226	 1.02e-01	 11.34	 0.7494	488	  6	lasso	0.102635	 2.64e-31	 0.57505	0.56525
./Weight//NTR.BLOOD.RNAARR/NTR.PINK1.wgt.RDat	PINK1	1	2.10e+07	2.10e+07	0.02329	rs4654839	 2.16	rs558946	 7.08e-04	  3.76	-0.2780	471	471	bslmm	0.006430	 2.69e-03	-0.64164	0.52111
./Weight//NTR.BLOOD.RNAARR/NTR.ECE1.wgt.RDat	ECE1	1	2.15e+07	2.17e+07	0.02821	rs333204	-2.33	rs2745251	 2.37e-02	  5.58	 0.3577	413	  1	lasso	0.021682	 1.09e-07	 0.35769	0.72057
./Weight//NTR.BLOOD.RNAARR/NTR.RAP1GAP.wgt.RDat	RAP1GAP	1	2.19e+07	2.20e+07	0.20570	rs333204	-2.36	rs10493008	 1.67e-01	 14.44	 1.1347	446	 20	enet	0.218358	 1.06e-68	 2.15925	0.03083
./Weight//NTR.BLOOD.RNAARR/NTR.TCEB3.wgt.RDat	TCEB3	1	2.41e+07	2.41e+07	0.01707	rs17437121	-2.27	rs2999566	 1.86e-02	 -5.33	 1.0491	352	  3	lasso	0.017089	 2.22e-06	-0.95356	0.34031
./Weight//NTR.BLOOD.RNAARR/NTR.FUCA1.wgt.RDat	FUCA1	1	2.42e+07	2.42e+07	0.04644	rs16829480	 4.28	rs3123554	 6.56e-02	 -9.25	 0.6424	384	 13	lasso	0.064916	 4.19e-20	-0.60457	0.54546
./Weight//NTR.BLOOD.RNAARR/NTR.CNR2.wgt.RDat	CNR2	1	2.42e+07	2.42e+07	0.03904	rs16829480	 4.28	rs3123554	 4.82e-02	  8.05	 0.6424	400	 11	lasso	0.047270	 5.38e-15	 0.66100	0.50861
./Weight//NTR.BLOOD.RNAARR/NTR.CLIC4.wgt.RDat	CLIC4	1	2.51e+07	2.52e+07	0.02737	rs16829480	 4.28	rs10903106	 2.12e-02	  5.63	 0.8774	458	  6	lasso	0.017822	 1.37e-06	 1.09253	0.27460
./Weight//NTR.BLOOD.RNAARR/NTR.RHCE.wgt.RDat	RHCE	1	2.56e+07	2.57e+07	0.05367	rs1890175	-2.14	rs666686	 1.81e-02	  5.56	-0.4279	366	366	bslmm	0.047882	 3.59e-15	 0.32121	0.74805
./Weight//NTR.BLOOD.RNAARR/NTR.RHD.wgt.RDat	RHD	1	2.56e+07	2.57e+07	0.44246	rs1890175	-2.14	rs1053438	 1.87e-01	 15.40	-0.3855	366	 12	lasso	0.388958	3.10e-135	 0.64834	0.51676
./Weight//NTR.BLOOD.RNAARR/NTR.TMEM50A.wgt.RDat	TMEM50A	1	2.57e+07	2.57e+07	0.21589	rs1890175	-2.14	rs631133	 4.41e-02	  8.44	-0.3422	375	  6	lasso	0.173064	 1.85e-53	 0.80389	0.42146
./Weight//NTR.BLOOD.RNAARR/NTR.LDLRAP1.wgt.RDat	LDLRAP1	1	2.59e+07	2.59e+07	0.07829	rs1890175	-2.14	rs3924236	 7.01e-02	  9.47	-0.4493	323	  1	lasso	0.069151	 2.43e-21	-0.44927	0.65324
./Weight//NTR.BLOOD.RNAARR/NTR.PAQR7.wgt.RDat	PAQR7	1	2.62e+07	2.62e+07	0.01182	rs1890175	-2.14	rs1835308	 3.82e-03	 -3.81	 0.5135	400	400	blup	0.008421	 6.97e-04	-0.84095	0.40038
./Weight//NTR.BLOOD.RNAARR/NTR.PAFAH2.wgt.RDat	PAFAH2	1	2.63e+07	2.63e+07	0.04059	rs1890175	-2.14	rs3008241	 2.20e-02	  5.48	-0.5777	438	  2	lasso	0.029131	 8.24e-10	-0.19326	0.84676
./Weight//NTR.BLOOD.RNAARR/NTR.CD52.wgt.RDat	CD52	1	2.66e+07	2.66e+07	0.01849	rs3121763	-2.14	rs10902741	 3.52e-04	 -3.57	-0.2785	396	396	bslmm	0.002435	 4.48e-02	-0.59831	0.54963
./Weight//NTR.BLOOD.RNAARR/NTR.DHDDS.wgt.RDat	DHDDS	1	2.68e+07	2.68e+07	0.01886	rs3121763	-2.14	rs11590815	 6.72e-03	  4.07	 0.0854	382	382	blup	0.008671	 5.89e-04	-1.22097	0.22210
./Weight//NTR.BLOOD.RNAARR/NTR.ARID1A.wgt.RDat	ARID1A	1	2.70e+07	2.71e+07	0.02835	rs11809030	-2.25	rs12760759	 3.30e-02	 -6.71	-0.8346	341	 20	enet	0.032722	 7.82e-11	 1.06279	0.28788
./Weight//NTR.BLOOD.RNAARR/NTR.ZDHHC18.wgt.RDat	ZDHHC18	1	2.72e+07	2.72e+07	0.01351	rs7726	 2.14	rs11810321	 1.36e-03	  4.22	-1.7340	285	285	bslmm	0.005326	 5.75e-03	-0.92999	0.35238
./Weight//NTR.BLOOD.RNAARR/NTR.C1orf38.wgt.RDat	C1orf38	1	2.82e+07	2.82e+07	0.07552	rs11587249	-2.77	rs3766400	 6.26e-02	  9.08	 1.1775	249	 11	enet	0.069335	 2.14e-21	 0.07104	0.94336
./Weight//NTR.BLOOD.RNAARR/NTR.RPA2.wgt.RDat	RPA2	1	2.82e+07	2.82e+07	0.09231	rs11587249	-2.79	rs6700473	 8.77e-02	-10.65	 0.2999	255	  4	lasso	0.087544	 8.97e-27	-0.15903	0.87364
./Weight//NTR.BLOOD.RNAARR/NTR.EYA3.wgt.RDat	EYA3	1	2.83e+07	2.84e+07	0.14071	rs11587249	-2.84	rs2871807	 5.67e-02	  8.64	-0.0430	271	271	bslmm	0.058479	 3.12e-18	-0.41124	0.68089
./Weight//NTR.BLOOD.RNAARR/NTR.ATPIF1.wgt.RDat	ATPIF1	1	2.86e+07	2.86e+07	0.03222	rs11247696	 2.14	rs12129991	 2.44e-02	 -6.19	-0.4493	254	  3	lasso	0.023944	 2.47e-08	 0.23128	0.81709
./Weight//NTR.BLOOD.RNAARR/NTR.PHACTR4.wgt.RDat	PHACTR4	1	2.87e+07	2.88e+07	0.01288	rs34749063	 1.71	rs6598927	 6.46e-03	 -4.51	 1.1561	325	  8	enet	0.013347	 2.61e-05	-0.96959	0.33225
./Weight//NTR.BLOOD.RNAARR/NTR.RCC1.wgt.RDat	RCC1	1	2.88e+07	2.89e+07	0.02345	rs34749063	 1.71	rs9426298	 3.40e-03	 -4.19	-0.1496	279	 21	enet	0.004754	 8.55e-03	-0.25107	0.80176
./Weight//NTR.BLOOD.RNAARR/NTR.EPB41.wgt.RDat	EPB41	1	2.92e+07	2.94e+07	0.01388	rs12735793	 2.36	rs2452783	 2.23e-03	  3.65	-0.3851	418	418	bslmm	0.006055	 3.48e-03	 0.13422	0.89323
./Weight//NTR.BLOOD.RNAARR/NTR.LAPTM5.wgt.RDat	LAPTM5	1	3.12e+07	3.12e+07	0.06058	rs6685389	 2.14	rs3795438	 3.72e-02	  7.08	 0.5140	540	540	bslmm	0.037850	 2.69e-12	 0.54044	0.58889
./Weight//NTR.BLOOD.RNAARR/NTR.ZCCHC17.wgt.RDat	ZCCHC17	1	3.18e+07	3.18e+07	0.05423	rs3008409	 2.39	rs10798842	 3.86e-02	 -7.04	-0.3422	441	  2	lasso	0.035115	 1.62e-11	 0.32919	0.74201
./Weight//NTR.BLOOD.RNAARR/NTR.SERINC2.wgt.RDat	SERINC2	1	3.19e+07	3.19e+07	0.02304	rs3008409	 2.42	rs6672056	 1.02e-02	 -4.88	 0.3422	387	  3	lasso	0.010951	 1.28e-04	-0.20192	0.83998
./Weight//NTR.BLOOD.RNAARR/NTR.ZBTB8A.wgt.RDat	ZBTB8A	1	3.30e+07	3.31e+07	0.01077	rs804428	 2.73	rs2294815	-8.94e-05	 -3.86	 0.1715	231	231	blup	0.003438	 2.16e-02	 0.49484	0.62071
./Weight//NTR.BLOOD.RNAARR/NTR.RNF19B.wgt.RDat	RNF19B	1	3.34e+07	3.34e+07	0.04012	rs10914632	-2.55	rs194663	 1.03e-02	  5.30	-0.3851	304	  9	enet	0.021450	 1.27e-07	-0.28878	0.77275
./Weight//NTR.BLOOD.RNAARR/NTR.MAP7D1.wgt.RDat	MAP7D1	1	3.66e+07	3.66e+07	0.01652	rs274137	 2.31	rs4653164	 2.54e-02	  5.92	 0.0854	298	  3	lasso	0.023435	 3.44e-08	 0.08968	0.92854
./Weight//NTR.BLOOD.RNAARR/NTR.MEAF6.wgt.RDat	MEAF6	1	3.80e+07	3.80e+07	0.04757	rs11263973	-2.14	rs7544462	 2.04e-02	 -6.69	 0.6391	452	  3	lasso	0.033787	 3.89e-11	-0.39668	0.69160
./Weight//NTR.BLOOD.RNAARR/NTR.C1orf109.wgt.RDat	C1orf109	1	3.81e+07	3.82e+07	0.02403	rs16823888	 2.37	rs12566302	-4.02e-04	  3.23	-0.7066	453	453	bslmm	0.006990	 1.83e-03	-0.26160	0.79363
./Weight//NTR.BLOOD.RNAARR/NTR.INPP5B.wgt.RDat	INPP5B	1	3.83e+07	3.84e+07	0.04947	rs215214	-2.14	rs4585948	 3.47e-02	 -6.90	-1.1989	498	  4	lasso	0.037404	 3.61e-12	 1.68509	0.09197
./Weight//NTR.BLOOD.RNAARR/NTR.SF3A3.wgt.RDat	SF3A3	1	3.84e+07	3.85e+07	0.10442	rs215214	-2.14	rs11485595	 1.20e-01	 12.56	-0.9630	479	  6	lasso	0.127299	 7.23e-39	-1.25115	0.21088
./Weight//NTR.BLOOD.RNAARR/NTR.FHL3.wgt.RDat	FHL3	1	3.85e+07	3.85e+07	0.12150	rs12049327	-2.16	rs4634868	 7.58e-02	  9.82	-0.2352	465	465	bslmm	0.101136	 7.49e-31	 0.24728	0.80470
./Weight//NTR.BLOOD.RNAARR/NTR.NDUFS5.wgt.RDat	NDUFS5	1	3.95e+07	3.95e+07	0.06679	rs6663716	 2.14	rs3768324	 3.17e-02	 -7.01	-0.1282	397	 22	enet	0.045997	 1.25e-14	 0.59646	0.55087
./Weight//NTR.BLOOD.RNAARR/NTR.KIAA0754.wgt.RDat	KIAA0754	1	3.99e+07	3.99e+07	0.02607	rs17505083	-3.00	rs645061	 1.39e-03	 -4.13	-0.5991	366	366	bslmm	0.007225	 1.56e-03	 1.87317	0.06105
./Weight//NTR.BLOOD.RNAARR/NTR.PABPC4.wgt.RDat	PABPC4	1	4.00e+07	4.00e+07	0.01019	rs17505083	-3.32	rs12037222	 4.65e-03	 -3.73	 0.9421	383	383	blup	0.003090	 2.78e-02	-0.95371	0.34023
./Weight//NTR.BLOOD.RNAARR/NTR.HPCAL4.wgt.RDat	HPCAL4	1	4.01e+07	4.02e+07	0.08347	rs17505083	-3.41	rs784600	 4.38e-02	  8.39	-1.0058	383	  4	lasso	0.059749	 1.34e-18	-0.77193	0.44016
./Weight//NTR.BLOOD.RNAARR/NTR.PPIE.wgt.RDat	PPIE	1	4.02e+07	4.02e+07	0.09990	rs17505083	-3.36	rs7547787	 8.61e-02	 10.70	 0.1929	405	 12	enet	0.086033	 2.53e-26	 0.21459	0.83009
./Weight//NTR.BLOOD.RNAARR/NTR.TRIT1.wgt.RDat	TRIT1	1	4.03e+07	4.03e+07	0.03460	rs17508704	-2.24	rs12123609	 1.60e-02	 -4.81	-0.3274	398	  2	lasso	0.017763	 1.42e-06	-0.39855	0.69023
./Weight//NTR.BLOOD.RNAARR/NTR.CAP1.wgt.RDat	CAP1	1	4.05e+07	4.05e+07	0.01745	rs477913	-2.14	rs3122416	 1.34e-02	  5.39	-0.5135	416	  4	lasso	0.013937	 1.77e-05	-0.31923	0.74955
./Weight//NTR.BLOOD.RNAARR/NTR.PPT1.wgt.RDat	PPT1	1	4.05e+07	4.06e+07	0.42026	rs477913	-2.14	rs4660383	 2.77e-01	-18.58	-0.1282	415	 33	enet	0.378851	8.36e-131	-0.63245	0.52709
./Weight//NTR.BLOOD.RNAARR/NTR.ZNF643.wgt.RDat	ZNF643	1	4.09e+07	4.09e+07	0.02492	rs6671627	-2.75	rs3013461	-7.74e-04	  3.25	 0.2566	433	433	blup	0.015436	 6.58e-06	-1.22016	0.22240
./Weight//NTR.BLOOD.RNAARR/NTR.DEM1.wgt.RDat	DEM1	1	4.10e+07	4.10e+07	0.03348	rs6694800	 2.14	rs2982510	-3.63e-04	  3.82	-1.3697	433	433	blup	0.009541	 3.28e-04	 0.82587	0.40888
./Weight//NTR.BLOOD.RNAARR/NTR.CCDC23.wgt.RDat	CCDC23	1	4.33e+07	4.33e+07	0.28154	rs12027322	-2.14	rs323719	 3.51e-01	 20.94	-1.0272	420	  5	lasso	0.352254	1.76e-119	-1.10407	0.26956
./Weight//NTR.BLOOD.RNAARR/NTR.ERMAP.wgt.RDat	ERMAP	1	4.33e+07	4.33e+07	0.01553	rs12027322	-2.14	rs11210691	 1.36e-02	  4.55	-0.9416	427	427	blup	0.007894	 9.94e-04	-0.82648	0.40853
./Weight//NTR.BLOOD.RNAARR/NTR.CCDC163P.wgt.RDat	CCDC163P	1	4.60e+07	4.60e+07	0.05269	rs12735704	-2.53	rs4660862	 7.16e-02	  9.60	-0.9635	284	  7	lasso	0.064471	 5.65e-20	-0.98857	0.32287
./Weight//NTR.BLOOD.RNAARR/NTR.PIK3R3.wgt.RDat	PIK3R3	1	4.65e+07	4.66e+07	0.01261	rs753209	 2.14	rs1707336	 1.86e-02	  5.01	 0.0854	366	  2	lasso	0.016018	 4.48e-06	 0.07135	0.94312
./Weight//NTR.BLOOD.RNAARR/NTR.UQCRH.wgt.RDat	UQCRH	1	4.68e+07	4.68e+07	0.09921	rs753209	 2.14	rs1048771	 4.95e-02	  8.23	-1.2198	345	  5	lasso	0.049331	 1.37e-15	-1.20719	0.22736
./Weight//NTR.BLOOD.RNAARR/NTR.NSUN4.wgt.RDat	NSUN4	1	4.68e+07	4.68e+07	0.07904	rs753209	 2.14	rs17361749	 6.98e-02	  9.74	 0.8136	352	 13	lasso	0.071042	 6.77e-22	 0.83426	0.40413
./Weight//NTR.BLOOD.RNAARR/NTR.MKNK1.wgt.RDat	MKNK1	1	4.70e+07	4.71e+07	0.08111	rs753209	 2.14	rs3766236	 7.93e-02	 10.10	 0.4279	344	  5	lasso	0.074908	 4.95e-23	 0.41543	0.67783
./Weight//NTR.BLOOD.RNAARR/NTR.KIAA0494.wgt.RDat	KIAA0494	1	4.71e+07	4.72e+07	0.01739	rs753209	 2.14	rs1890473	 3.49e-03	 -3.61	-1.1347	370	370	blup	0.008284	 7.64e-04	 1.64020	0.10096
./Weight//NTR.BLOOD.RNAARR/NTR.PDZK1IP1.wgt.RDat	PDZK1IP1	1	4.76e+07	4.77e+07	0.16994	rs10493129	-2.98	rs2248907	 1.07e-01	-11.63	 0.8564	403	403	bslmm	0.110806	 8.67e-34	-0.69929	0.48437
./Weight//NTR.BLOOD.RNAARR/NTR.PRPF38A.wgt.RDat	PRPF38A	1	5.29e+07	5.29e+07	0.00871	rs9436913	 2.80	rs6702080	 8.48e-03	  4.10	-2.1407	248	248	bslmm	0.007156	 1.64e-03	-1.30727	0.19112
./Weight//NTR.BLOOD.RNAARR/NTR.GPX7.wgt.RDat	GPX7	1	5.31e+07	5.31e+07	0.01097	rs9436913	 3.11	rs1047635	 1.61e-02	  4.67	 0.5991	293	  1	lasso	0.013829	 1.90e-05	 0.59910	0.54910
./Weight//NTR.BLOOD.RNAARR/NTR.ZYG11B.wgt.RDat	ZYG11B	1	5.32e+07	5.33e+07	0.01440	rs34115295	-2.33	rs451821	 7.57e-03	  4.82	 0.1073	403	  5	lasso	0.010112	 2.24e-04	-0.09254	0.92627
./Weight//NTR.BLOOD.RNAARR/NTR.ECHDC2.wgt.RDat	ECHDC2	1	5.34e+07	5.34e+07	0.02731	rs12120268	 2.19	rs11206043	 4.18e-02	 -7.60	 0.2352	419	  2	lasso	0.038405	 1.87e-12	-0.07969	0.93649
./Weight//NTR.BLOOD.RNAARR/NTR.SCP2.wgt.RDat	SCP2	1	5.34e+07	5.35e+07	0.04003	rs12120268	 2.27	rs17107812	 9.47e-03	  5.61	-2.1403	476	476	bslmm	0.025611	 8.27e-09	-2.12406	0.03366
./Weight//NTR.BLOOD.RNAARR/NTR.C1orf177.wgt.RDat	C1orf177	1	5.53e+07	5.53e+07	0.02149	rs11799542	-4.28	rs590621	 3.83e-03	  4.59	-1.2627	570	570	bslmm	0.003278	 2.43e-02	-1.10681	0.26838
./Weight//NTR.BLOOD.RNAARR/NTR.TACSTD2.wgt.RDat	TACSTD2	1	5.90e+07	5.90e+07	0.14919	rs706450	-4.28	rs6690139	 1.41e-01	 13.42	-1.4558	535	535	bslmm	0.142464	 1.28e-43	-1.24284	0.21393
./Weight//NTR.BLOOD.RNAARR/NTR.JUN.wgt.RDat	JUN	1	5.92e+07	5.92e+07	0.02148	rs706450	-4.28	rs3010336	 4.07e-03	 -4.30	-0.7489	550	 14	enet	0.006888	 1.97e-03	-0.39542	0.69253
./Weight//NTR.BLOOD.RNAARR/NTR.C1orf87.wgt.RDat	C1orf87	1	6.05e+07	6.05e+07	0.01512	rs11207470	-2.14	rs631469	-7.72e-04	  3.64	-0.9416	416	416	bslmm	0.001722	 7.64e-02	-1.09242	0.27465
./Weight//NTR.BLOOD.RNAARR/NTR.INADL.wgt.RDat	INADL	1	6.22e+07	6.26e+07	0.02173	rs2782542	 2.74	rs2457832	 6.21e-03	  4.44	 1.9481	660	660	bslmm	0.010864	 1.36e-04	 0.86565	0.38668
./Weight//NTR.BLOOD.RNAARR/NTR.DOCK7.wgt.RDat	DOCK7	1	6.29e+07	6.32e+07	0.01742	rs6704270	-2.46	rs1168032	 4.12e-03	 -4.69	-1.0486	647	647	blup	0.007263	 1.52e-03	 1.21991	0.22250
./Weight//NTR.BLOOD.RNAARR/NTR.ITGB3BP.wgt.RDat	ITGB3BP	1	6.39e+07	6.40e+07	0.02732	rs6588005	-2.47	rs217448	 2.29e-02	  5.67	-0.0430	561	 17	enet	0.024266	 2.00e-08	 0.37992	0.70400
./Weight//NTR.BLOOD.RNAARR/NTR.PGM1.wgt.RDat	PGM1	1	6.41e+07	6.41e+07	0.03288	rs12747934	 2.14	rs10909	 9.70e-03	 -4.74	-0.8774	517	 18	enet	0.017559	 1.63e-06	-0.03347	0.97330
